anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
14,45.219.221.30,59046,,,ntscSYNt,-0.28197,5,suspicious
15,117.238.226.190,443,,,mptmp,-0.42226,4,suspicious
15,,443,163.221.104.70,,mptmp,-0.42226,4,suspicious
16,121.162.101.124,53286,203.143.51.137,80,alphflHTTP,-0.42226,4,suspicious
17,,80,163.221.34.199,,mptp,-0.42226,4,suspicious
17,,443,163.221.34.199,,mptp,-0.42226,4,suspicious
18,203.143.51.137,80,71.78.20.18,,ptmplaHTTP,-0.42226,4,suspicious
18,203.143.51.137,80,52.55.207.199,,ptmplaHTTP,-0.42226,4,suspicious
19,163.221.34.199,,,80,ptmpla,-0.15406,6,suspicious
19,163.221.34.199,,,443,ptmpla,-0.15406,6,suspicious
20,198.173.10.72,443,163.221.34.73,,alphfl,-0.39847,3,suspicious
21,,443,163.221.34.42,,mptpHTTP,-0.39847,3,suspicious
21,,80,163.221.34.42,,mptpHTTP,-0.39847,3,suspicious
22,104.91.136.250,443,,,mptmp,-0.20752,4,suspicious
22,,443,163.221.79.74,,mptmp,-0.20752,4,suspicious
22,,,163.221.79.74,23,mptmp,-0.20752,4,suspicious
22,,443,163.221.109.70,,mptmp,-0.20752,4,suspicious
23,203.143.57.80,80,210.15.111.133,34722,alphflHTTP,-0.20752,4,suspicious
24,,,203.143.55.75,3001,mptp,-0.29545,5,suspicious
25,163.221.140.226,80,,,ptmplaHTTP,-0.39847,3,suspicious
26,163.221.79.150,80,96.169.210.144,,alphflHTTP,-0.42226,4,suspicious
27,,80,203.143.42.156,,mptpHTTP,-0.39847,3,suspicious
27,,443,203.143.42.156,,mptpHTTP,-0.39847,3,suspicious
28,,,133.68.52.22,25,mptpHTTP,-0.39847,3,suspicious
28,23.8.141.213,80,133.68.52.22,,mptpHTTP,-0.39847,3,suspicious
29,,80,163.221.33.250,,mptplaHTTP,-0.20752,4,suspicious
29,183.63.180.64,443,163.221.33.250,,mptplaHTTP,-0.20752,4,suspicious
30,133.231.252.156,80,50.82.73.140,,alphflHTTP,-0.39847,3,suspicious
31,203.143.53.117,80,68.180.239.16,,alphflHTTP,-0.39847,3,suspicious
32,,443,202.89.181.250,,mptp,0.01087,7,anomalous
32,,80,202.89.181.250,,mptp,0.01087,7,anomalous
33,203.143.55.75,3001,,,ptmp,1.0467,8,anomalous
34,,,203.143.57.216,53,mptp,1.03097,6,anomalous
35,59.14.121.32,43191,,80,ntscSYNt,0.98358,7,anomalous
35,59.14.121.32,42307,,80,ntscSYNt,0.98358,7,anomalous
36,17.29.169.215,80,,,mptmp,0.96753,6,anomalous
36,,80,163.221.130.87,,mptmp,0.96753,6,anomalous
37,163.221.33.133,,,443,mptmp,0.02347,7,anomalous
37,,,104.207.110.6,443,mptmp,0.02347,7,anomalous
38,221.51.100.51,60486,,22,ntscSYNt,1.75154,11,anomalous
39,,,203.143.57.80,80,mptpHTTP,1.82677,12,anomalous
40,203.143.57.80,80,,,ptmpHTTP,0.98358,7,anomalous
41,,,163.221.253.212,,mptmp,0.96753,6,anomalous
41,192.158.130.177,443,163.221.211.153,,mptmp,0.96753,6,anomalous
42,183.67.203.231,,,1433,ntscSYNt,1.16577,10,anomalous
42,183.67.203.231,,,3389,ntscSYNt,1.16577,10,anomalous
43,203.143.57.232,,206.35.99.14,,ipv4gretun,0.02347,7,anomalous
43,203.143.57.232,,204.125.210.31,,ipv4gretun,0.02347,7,anomalous
anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
0,176.132.15.51,52098,203.174.76.48,25,mptpla,-0.44923,3,suspicious
0,176.132.15.51,51835,203.174.76.48,25,mptpla,-0.44923,3,suspicious
0,176.132.15.51,49713,203.174.76.48,25,mptpla,-0.44923,3,suspicious
0,103.43.194.50,40126,203.174.76.48,25,mptpla,-0.44923,3,suspicious
1,136.175.204.205,40946,203.174.72.233,25,mptpla,-0.44923,3,suspicious
1,182.172.225.166,14999,203.174.72.233,23,mptpla,-0.44923,3,suspicious
1,23.63.1.233,80,203.174.72.233,56961,mptpla,-0.44923,3,suspicious
2,83.195.16.5,,,22,ntscSYNt,-0.44923,3,suspicious
3,91.39.51.242,,,23,ntscSYNt,-0.44923,3,suspicious
4,133.72.100.56,59790,17.129.97.183,25,salphfl,-0.44923,3,suspicious
5,130.69.75.247,,17.177.94.246,25,salphfl,-0.44923,3,suspicious
6,163.220.37.16,,,443,ntscACK,-0.44923,3,suspicious
6,163.220.37.16,,31.202.170.11,80,ntscACK,-0.44923,3,suspicious
7,163.220.188.87,,61.250.203.105,25,sptpDoSSYN,-0.44923,3,suspicious
7,163.220.188.87,,87.113.96.245,25,sptpDoSSYN,-0.44923,3,suspicious
8,,,163.220.188.94,25,mptp,-0.44923,3,suspicious
9,58.86.96.79,6000,,3306,ntscSYNt,-0.31818,4,suspicious
10,193.61.226.75,36226,203.174.66.90,22,ptmpla,-0.44923,3,suspicious
10,193.61.226.75,58336,203.174.66.91,22,ptmpla,-0.44923,3,suspicious
10,193.61.226.75,33387,203.174.66.92,22,ptmpla,-0.44923,3,suspicious
11,1.183.193.38,18670,163.220.63.255,80,alphflHTTP,-0.44923,3,suspicious
12,153.128.54.16,,,22,ptmp,-0.31818,4,suspicious
13,116.127.190.41,,,23,ntscSYNt,-0.31818,4,suspicious
14,157.173.42.186,,205.203.154.77,25,salphfl,-0.44923,3,suspicious
15,46.113.117.196,64072,,23,sntscSYN,-0.44923,3,suspicious
16,158.38.225.27,,,22,ntscSYNt,-0.44923,3,suspicious
17,203.174.69.173,,185.101.255.244,53,mptpla,-0.44923,3,suspicious
17,203.174.69.109,,185.101.255.244,53,mptpla,-0.44923,3,suspicious
18,213.40.255.4,,203.174.69.105,,mptmp,-0.44923,3,suspicious
18,213.40.255.4,,,53,mptmp,-0.44923,3,suspicious
18,,,203.174.69.105,53,mptmp,-0.44923,3,suspicious
19,211.160.129.52,,,22,ntscSYNt,-0.44923,3,suspicious
20,217.231.59.218,,,22,mptmp,-0.28612,4,suspicious
20,112.164.215.247,,,22,mptmp,-0.28612,4,suspicious
21,157.173.48.69,,203.189.196.13,53,malphfl,-0.44923,3,suspicious
22,172.7.132.236,,,23,ntscSYNt,-0.44923,3,suspicious
23,62.217.37.208,,,23,ntscSYNt,-0.44923,3,suspicious
24,71.46.247.22,,,22,ntscSYNt,-0.28612,4,suspicious
25,108.222.142.50,,,23,ntscSYNt,-0.44923,3,suspicious
26,192.67.226.141,,,23,ntscSYNt,-0.44923,3,suspicious
27,,,202.14.221.241,53,ntscUDPUDPrp,-0.44923,3,suspicious
28,107.128.175.223,,,,ntscICec,-0.31818,4,suspicious
29,1.33.119.106,3106,,53413,ntscUDP,-0.31818,4,suspicious
30,125.109.209.117,4228,,53413,ntscUDP,-0.44923,3,suspicious
31,199.170.144.162,5168,,5060,ntscUDP,-0.44923,3,suspicious
32,222.8.209.32,58441,,22,ntscSYNt,-0.44923,3,suspicious
33,195.102.131.209,5070,,5060,ntscUDP,-0.44923,3,suspicious
34,207.253.242.41,,,,ntscICec,-0.44923,3,suspicious
35,94.212.161.31,,,23,ntscSYNt,-0.44923,3,suspicious
36,125.177.135.172,,,8026,sntscSYNt,-0.44923,3,suspicious
37,202.5.39.131,40919,,8889,ntscUDP,-0.44923,3,suspicious
38,91.16.110.216,,,666,ntscSYNt,-0.44923,3,suspicious
39,125.177.135.84,,,8026,sntscSYNt,-0.44923,3,suspicious
40,84.73.102.149,,,666,ntscSYNt,-0.44923,3,suspicious
41,85.202.98.141,,,80,ntscSYNt,-0.44923,3,suspicious
42,104.55.205.223,,,,ntscICec,-0.44923,3,suspicious
43,193.61.226.74,,203.174.66.91,161,ptmpla,-0.44923,3,suspicious
43,193.61.226.74,,203.174.66.89,161,ptmpla,-0.44923,3,suspicious
43,193.61.226.74,,,,ptmpla,-0.44923,3,suspicious
44,133.88.131.220,,207.146.170.62,53,ptmpla,-0.44923,3,suspicious
44,133.88.131.220,,78.89.168.33,53,ptmpla,-0.44923,3,suspicious
45,116.16.139.213,,133.142.31.204,22,ptmpla,-0.44923,3,suspicious
45,116.16.139.213,,133.142.19.195,22,ptmpla,-0.44923,3,suspicious
45,116.16.139.213,,133.142.22.209,22,ptmpla,-0.44923,3,suspicious
45,116.16.139.213,,133.142.23.225,22,ptmpla,-0.44923,3,suspicious
45,116.16.139.213,,133.142.21.60,22,ptmpla,-0.44923,3,suspicious
46,163.220.220.35,,,53,ntscUDP,-0.44923,3,suspicious
46,163.220.220.35,,,,ntscUDP,-0.44923,3,suspicious
47,202.14.206.127,25,,,ntscACK,-0.44923,3,suspicious
47,202.14.206.127,,,25,ntscACK,-0.44923,3,suspicious
48,223.96.24.210,16627,163.220.211.128,2323,ptpDoSSYN,-0.44923,3,suspicious
48,223.96.24.210,16627,163.220.211.128,23,ptpDoSSYN,-0.44923,3,suspicious
48,223.96.24.210,16627,150.27.7.208,2323,ptpDoSSYN,-0.44923,3,suspicious
48,223.96.24.210,16627,150.27.7.208,23,ptpDoSSYN,-0.44923,3,suspicious
49,133.88.248.207,34803,50.132.241.6,25,malphfl,-0.44923,3,suspicious
50,124.32.108.170,58331,202.14.206.127,25,malphfl,-0.44923,3,suspicious
51,203.174.76.63,53,,,ntscUDP,-0.07438,5,suspicious
51,203.174.76.63,,,53,ntscUDP,-0.07438,5,suspicious
52,,,203.174.66.55,53,ntscUDPUDPrp,-0.07438,5,suspicious
53,,,203.174.76.47,53,ntscUDPUDPrp,-0.43045,3,suspicious
54,,53,203.174.77.68,,icmp_error,-0.06836,5,suspicious
54,,,203.174.77.68,,icmp_error,-0.06836,5,suspicious
55,,53,203.174.70.206,,ntscUDPUDPrp,-0.41576,2,suspicious
56,,53,163.220.221.56,,ntscUDPUDPrp,-0.41576,2,suspicious
57,,,163.220.231.230,,icmp_error,-0.41576,2,suspicious
58,,80,163.220.115.78,,mptpHTTP,-0.41576,2,suspicious
58,,443,163.220.115.78,,mptpHTTP,-0.41576,2,suspicious
59,184.245.193.169,,203.174.75.148,1900,alphfl,-0.43045,3,suspicious
60,,,150.27.79.116,54756,DDoSSYN,-0.41576,2,suspicious
61,,,133.68.10.181,50348,mptp,-0.41576,2,suspicious
62,,,202.14.231.192,53,ntscUDPUDPrp,-0.43045,3,suspicious
63,,,163.220.188.13,53,ntscUDPUDPrp,-0.41576,2,suspicious
64,,,202.14.221.241,53,ntscUDPUDPrp,-0.41576,2,suspicious
65,,,202.14.221.244,53,mptp,-0.41576,2,suspicious
66,,53,203.174.76.63,,ntscUDPUDPrp,-0.07438,5,suspicious
66,,,203.174.76.63,53,ntscUDPUDPrp,-0.07438,5,suspicious
67,,80,163.220.129.169,,mptpHTTP,-0.18513,3,suspicious
68,,,203.174.77.178,53,ntscUDPUDPrp,-0.43045,3,suspicious
69,,,203.174.77.130,53,ntscUDPUDPrp,-0.41576,2,suspicious
70,,,203.174.74.77,53,ntscUDPUDPrp,-0.41576,2,suspicious
71,,,203.174.72.173,53,ntscUDPUDPrp,-0.43045,3,suspicious
72,,,202.5.33.247,53,ntscUDPUDPrp,-0.43045,3,suspicious
73,,,202.5.33.255,53,ntscUDPUDPrp,-0.43045,3,suspicious
74,,,203.174.76.47,53,ntscUDPUDPrp,-0.41576,2,suspicious
75,,,203.174.77.215,53,mptp,-0.41576,2,suspicious
76,,,203.174.74.77,53,ntscUDPUDPrp,-0.27992,4,suspicious
77,,,203.174.68.31,,ntscUDPUDPrp,-0.41576,2,suspicious
78,,22,116.16.139.212,,mptmp,-0.18966,4,suspicious
78,,22,122.193.26.232,,mptmp,-0.18966,4,suspicious
79,,,202.14.221.241,53,ntscUDPUDPrp,-0.41576,2,suspicious
80,,,203.174.76.47,53,ntscUDPUDPrp,-0.41576,2,suspicious
81,,,203.174.66.54,53,ntscUDPUDPrp,-0.41576,2,suspicious
82,188.62.139.194,80,163.220.39.178,,salphfl,-0.17916,3,suspicious
83,117.109.50.215,65019,163.220.237.206,22,ptmpla,-0.17916,3,suspicious
83,117.109.50.215,53280,163.220.237.206,22,ptmpla,-0.17916,3,suspicious
83,117.109.50.215,64519,163.220.9.190,52597,ptmpla,-0.17916,3,suspicious
84,139.129.44.210,,,1200,sntscSYNt,-0.46279,2,suspicious
85,163.220.54.69,,67.60.243.61,443,ptmpla,-0.17916,3,suspicious
85,163.220.54.69,,74.121.47.179,443,ptmpla,-0.17916,3,suspicious
86,203.174.77.130,,,,icmp_error,-0.46279,2,suspicious
87,,80,163.220.104.122,,mptpHTTP,-0.42213,2,suspicious
88,31.121.223.91,51996,,21,sntscSYNt,-0.46279,2,suspicious
89,67.60.243.61,443,163.220.54.69,,mptpla,-0.17448,2,suspicious
89,74.121.47.179,443,163.220.54.69,,mptpla,-0.17448,2,suspicious
90,202.14.206.68,443,218.238.241.115,,ptmpla,-0.17448,2,suspicious
90,202.14.206.68,80,216.235.160.158,,ptmpla,-0.17448,2,suspicious
91,203.174.70.45,80,123.230.130.181,,alphflHTTP,-0.17448,2,suspicious
92,183.55.242.124,80,163.220.68.167,,salphfl,-0.17448,2,suspicious
93,203.174.68.77,80,71.162.207.186,,ptmplaHTTP,0.91802,8,anomalous
93,203.174.68.77,80,52.50.60.128,,ptmplaHTTP,0.91802,8,anomalous
94,221.251.211.42,9090,,22,ntscSYNt,1.08127,11,anomalous
95,,,203.174.77.215,53,mptp,0.57218,6,anomalous
96,71.162.207.186,,203.174.68.77,80,mptplaHTTP,0.6825,9,anomalous
96,52.50.60.128,,203.174.68.77,80,mptplaHTTP,0.6825,9,anomalous
97,203.174.77.253,,206.44.228.129,,ipv4gretun,0.44182,6,anomalous
97,203.174.77.253,,204.67.189.226,,ipv4gretun,0.44182,6,anomalous
98,153.128.54.17,,,22,ptmp,0.44182,6,anomalous
99,61.43.166.209,80,163.220.9.79,,mptplaHTTP,0.84651,6,anomalous
99,61.43.166.222,80,163.220.9.79,,mptplaHTTP,0.84651,6,anomalous
100,186.217.131.104,19728,,23,ptmpla,0.0322,2,anomalous
100,186.217.131.104,19728,,2323,ptmpla,0.0322,2,anomalous
101,192.168.1.240,,,23,sntscSYNt,0.0322,2,anomalous
101,192.168.1.240,,,6789,sntscSYNt,0.0322,2,anomalous
102,175.106.83.235,56482,,1900,ntscUDP,0.0322,2,anomalous
103,,,203.174.77.40,80,mptpHTTP,1.08127,11,anomalous
104,203.174.72.241,,,53,ntscUDP,0.21873,6,anomalous
105,,,163.220.51.60,23,sptpDoSSYN,0.2868,4,anomalous
105,,,163.220.51.60,23231,sptpDoSSYN,0.2868,4,anomalous
106,133.88.80.119,,17.231.97.216,443,ptmpla,0.20753,4,anomalous
106,133.88.80.119,,17.129.105.210,443,ptmpla,0.20753,4,anomalous
106,133.88.80.119,,17.177.89.248,993,ptmpla,0.20753,4,anomalous
107,,,,443,mptmp,0.50986,7,anomalous
107,202.14.206.3,,,53,mptmp,0.50986,7,anomalous
108,163.220.245.129,,104.125.7.1,,mptmp,0.20753,4,anomalous
108,163.220.245.129,,,9418,mptmp,0.20753,4,anomalous
108,,,104.125.7.1,9418,mptmp,0.20753,4,anomalous
108,,,104.125.7.191,443,mptmp,0.20753,4,anomalous
109,159.48.85.118,,,22,ntscSYNt,1.01719,10,anomalous
110,113.179.0.147,,,123,mptmp,0.51406,7,anomalous
110,,,203.174.77.175,123,mptmp,0.51406,7,anomalous
110,,,203.174.76.14,123,mptmp,0.51406,7,anomalous
111,103.200.104.89,,203.174.77.253,23,salphfl,0.13429,5,anomalous
112,203.174.77.40,80,,,ptmpHTTP,0.89446,8,anomalous
113,,1900,139.123.29.169,,mptpla,0.20121,3,anomalous
113,,123,139.123.29.169,61631,mptpla,0.20121,3,anomalous
113,,123,139.123.29.169,33594,mptpla,0.20121,3,anomalous
114,104.125.7.1,,163.220.245.129,,mptmp,0.84651,6,anomalous
114,104.125.7.1,9418,,,mptmp,0.84651,6,anomalous
114,104.125.7.191,,163.220.245.129,,mptmp,0.84651,6,anomalous
114,104.125.7.191,443,,,mptmp,0.84651,6,anomalous
114,,443,163.220.245.129,,mptmp,0.84651,6,anomalous
114,,9418,163.220.245.129,,mptmp,0.84651,6,anomalous
115,114.162.130.189,6000,,1433,ntscSYNt,0.62079,8,anomalous
116,,,,443,mptmp,0.51406,7,anomalous
116,,,,80,mptmp,0.51406,7,anomalous
117,,1024,31.61.131.148,53503,ntscTCPRSTACKrp,0.11651,4,anomalous
118,,8443,163.220.39.240,,mptpla,0.20121,3,anomalous
118,,,163.220.39.240,23,mptpla,0.20121,3,anomalous
119,45.56.157.33,,203.174.65.50,161,alphfl,0.42105,6,anomalous
120,,,163.220.51.52,23,sptpDoSSYN,0.20121,3,anomalous
121,,443,202.148.191.253,,mptp,0.36778,6,anomalous
122,203.174.65.59,,45.56.157.33,,mptmp,0.20753,4,anomalous
122,203.174.65.59,3001,,,mptmp,0.20753,4,anomalous
122,,3001,45.56.157.33,,mptmp,0.20753,4,anomalous
123,,80,163.220.37.99,,mptmp,0.2868,4,anomalous
123,,80,163.220.36.34,,mptmp,0.2868,4,anomalous
124,,53,202.14.206.3,,mptp,0.96309,9,anomalous
124,,443,202.14.206.3,,mptp,0.96309,9,anomalous
125,192.56.176.103,,203.174.69.21,53,salphfl,0.20753,4,anomalous
anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
0,203.66.114.81,80,88.10.42.188,40234,alphflHTTP,-0.34766,1,suspicious
1,202.228.32.81,,,80,ntscACK,-0.44435,3,suspicious
1,202.228.32.81,,,443,ntscACK,-0.44435,3,suspicious
2,112.107.41.46,,,22,mptmp,-0.44435,3,suspicious
2,,,202.228.39.166,80,mptmp,-0.44435,3,suspicious
3,153.95.182.100,,,22,ptmp,-0.44435,3,suspicious
4,157.162.10.147,,,443,mptmp,-0.46048,3,suspicious
4,133.240.167.96,,,443,mptmp,-0.46048,3,suspicious
5,91.221.11.211,,,22,ntscSYNt,-0.44435,3,suspicious
6,183.117.104.246,,202.228.39.166,80,alphflHTTP,-0.44435,3,suspicious
7,163.106.59.208,35160,194.187.21.165,4070,ptmplaHTTP,-0.44435,3,suspicious
7,163.106.59.208,60150,193.200.205.66,80,ptmplaHTTP,-0.44435,3,suspicious
8,37.202.62.214,,,22,ptmp,-0.44435,3,suspicious
9,50.45.118.129,,,23,ntscSYNt,-0.27021,5,suspicious
10,104.247.145.86,,,,ntscICec,-0.27021,5,suspicious
11,163.106.115.90,,136.0.132.41,80,alphflHTTP,-0.44435,3,suspicious
12,46.73.180.164,,,23,ntscSYNt,-0.37303,4,suspicious
13,87.69.165.163,,203.66.101.14,22,alphfl,-0.44435,3,suspicious
14,104.224.5.1,6000,,1433,ntscSYNt,-0.44435,3,suspicious
15,118.63.163.64,6000,,1433,ntscSYNt,-0.44435,3,suspicious
16,1.109.121.105,3106,,53413,ntscUDP,-0.44435,3,suspicious
17,192.182.91.41,22469,,1099,ntscSYNt,-0.44435,3,suspicious
18,133.240.195.23,,,25,ptmpla,-0.44435,3,suspicious
19,115.151.88.236,,,23,ntscSYNt,-0.44435,3,suspicious
20,202.3.155.177,,,23,sntscSYNt,-0.44435,3,suspicious
21,212.118.110.176,,,23,ntscSYNt,-0.44435,3,suspicious
22,222.182.62.125,,,53413,ntscUDP,-0.44435,3,suspicious
23,222.70.209.51,,,123,mptmp,-0.44435,3,suspicious
23,,,203.66.125.33,123,mptmp,-0.44435,3,suspicious
24,118.18.8.12,,203.66.125.193,445,point_to_point,-0.23741,4,suspicious
24,118.18.8.12,,203.66.125.193,80,point_to_point,-0.23741,4,suspicious
25,163.106.115.105,,,443,mptmp,-0.44435,3,suspicious
25,,,31.10.178.187,443,mptmp,-0.44435,3,suspicious
25,,,31.10.178.187,80,mptmp,-0.44435,3,suspicious
25,163.106.115.105,,52.204.209.130,80,mptmp,-0.44435,3,suspicious
26,133.239.213.21,,192.29.104.91,80,heavy_hitter,-0.44435,3,suspicious
27,59.143.234.206,,,22,sntscSYNt,-0.44435,3,suspicious
28,42.157.70.71,,,,ntscICec,-0.23741,4,suspicious
29,218.95.37.54,6000,,1433,ntscSYNt,-0.44435,3,suspicious
30,182.92.92.72,3083,,53413,ntscUDP,-0.37303,4,suspicious
31,121.155.204.4,,,23,ntscSYNt,-0.44435,3,suspicious
32,58.39.71.206,,,666,ntscSYNt,-0.44435,3,suspicious
33,107.223.88.221,,,,ntscICec,-0.37303,4,suspicious
34,136.159.146.26,53782,202.237.63.7,25,salphfl,-0.44435,3,suspicious
35,31.214.90.204,,,,sntscSYNt,-0.07722,1,suspicious
36,71.6.199.215,,,,ntscUDP,-0.07722,1,suspicious
37,,,203.66.123.227,53,ntscUDPUDPrp,-0.07722,1,suspicious
38,,,133.113.26.48,,ptpDoSSYN,-0.07722,1,suspicious
39,122.85.151.151,,,,sntscSYNt,-0.07722,1,suspicious
40,211.129.221.174,,202.237.63.33,80,salphfl,-0.02632,3,suspicious
41,,,17.12.68.67,443,mptmp,-0.10013,2,suspicious
41,133.240.90.75,,17.99.237.189,443,mptmp,-0.10013,2,suspicious
42,,,203.66.114.161,53,mptp,-0.10452,6,suspicious
43,107.202.31.72,,203.66.116.84,1900,alphfl,-0.38491,4,suspicious
44,,,133.251.48.125,50356,mptp,-0.34907,3,suspicious
45,,,150.219.19.93,54748,mptp,-0.34907,3,suspicious
46,,,150.219.87.61,54756,mptp,-0.34907,3,suspicious
47,,,150.219.18.165,54748,mptp,-0.34907,3,suspicious
48,,,133.251.48.50,50348,mptp,-0.34907,3,suspicious
49,,,150.219.86.154,54748,mptp,-0.34907,3,suspicious
50,203.66.115.181,53,,,ntscUDP,-0.10452,6,suspicious
50,203.66.115.181,,,53,ntscUDP,-0.10452,6,suspicious
51,163.50.81.32,,,22,ntscSYNt,-0.10452,6,suspicious
52,,123,,123,mptmp,-0.38491,4,suspicious
53,192.67.10.142,5568,,5060,ntscUDP,-0.28705,5,suspicious
54,83.242.185.76,5060,,5060,ntscUDP,-0.10452,6,suspicious
55,,,202.237.25.246,53,ntscUDPUDPrp,-0.28705,5,suspicious
56,,,202.237.34.243,53,ntscUDPUDPrp,-0.34907,3,suspicious
57,,,203.66.115.165,53,ntscUDPUDPrp,-0.34907,3,suspicious
58,,53,203.66.115.181,,ntscUDPUDPrp,-0.28705,5,suspicious
58,,,203.66.115.181,53,ntscUDPUDPrp,-0.28705,5,suspicious
59,,,203.66.115.177,53,ntscUDPUDPrp,-0.34907,3,suspicious
60,,,163.106.231.9,,icmp_error,-0.34907,3,suspicious
61,,,203.66.114.253,53,ntscUDPUDPrp,-0.38491,4,suspicious
62,,1900,107.202.31.72,,mptpla,-0.34907,3,suspicious
63,,,133.251.50.77,50348,mptp,-0.34907,3,suspicious
64,,,203.66.117.194,53,ntscUDPUDPrp,-0.38491,4,suspicious
65,,,203.66.125.192,53,ntscUDPUDPrp,-0.34907,3,suspicious
66,,,150.219.87.37,54748,mptp,-0.34907,3,suspicious
67,,,202.228.33.249,53,ntscUDPUDPrp,-0.38491,4,suspicious
68,,53,163.106.221.9,,ntscUDPUDPrp,-0.34907,3,suspicious
69,,53,203.66.118.126,,ntscUDPUDPrp,-0.34907,3,suspicious
70,,,150.219.86.130,54756,mptp,-0.34907,3,suspicious
71,180.99.83.93,,,1701,sntscSYNt,-0.36946,3,suspicious
72,112.164.178.122,4439,,23,sntscSYNt,-0.34907,3,suspicious
73,,,203.66.114.215,53,ntscUDPUDPrp,-0.18061,5,suspicious
74,45.35.94.207,,203.66.127.7,161,alphfl,-0.38491,4,suspicious
75,,,133.251.50.58,50356,mptp,-0.34907,3,suspicious
76,,,203.66.118.56,53,ntscUDPUDPrp,-0.28705,5,suspicious
77,,,202.228.33.246,53,ntscUDPUDPrp,-0.28705,5,suspicious
78,,53,163.106.220.9,,ntscUDPUDPrp,-0.34907,3,suspicious
79,93.169.149.148,44299,,,ntscSYNt,-0.34907,3,suspicious
80,,4935,,3389,mptmp,-0.34907,3,suspicious
81,133.240.112.183,,139.22.26.242,80,ptmplaHTTP,-0.2736,3,suspicious
81,133.240.112.183,,139.22.26.252,80,ptmplaHTTP,-0.2736,3,suspicious
82,157.162.83.36,,17.29.253.23,443,ptmpla,-0.2736,3,suspicious
82,157.162.83.36,,17.44.206.243,443,ptmpla,-0.2736,3,suspicious
82,157.162.83.36,,17.44.206.67,443,ptmpla,-0.2736,3,suspicious
83,163.106.245.66,,104.129.199.124,9418,ptmpla,-0.23604,2,suspicious
83,163.106.245.66,,104.129.199.167,443,ptmpla,-0.23604,2,suspicious
84,183.117.107.141,,202.228.34.77,80,alphflHTTP,-0.16795,4,suspicious
85,183.112.75.51,,163.106.26.206,,mptmp,-0.0773,4,suspicious
85,,80,163.106.26.206,,mptmp,-0.0773,4,suspicious
85,183.112.75.51,80,163.106.187.106,,mptmp,-0.0773,4,suspicious
86,202.237.57.2,,,,ttl_error,-0.36946,3,suspicious
87,71.6.165.212,58022,,,sntscSYNt,-0.0773,4,suspicious
88,91.234.178.155,,,8080,sntscSYNt,-0.50359,2,suspicious
88,91.234.178.155,,,3128,sntscSYNt,-0.50359,2,suspicious
89,,443,163.106.185.6,,mptpla,-0.2736,3,suspicious
90,,80,163.106.115.83,,mptmp,-0.23604,2,suspicious
90,208.185.52.31,80,163.106.115.41,,mptmp,-0.23604,2,suspicious
